#Name	RON	PubChem	>= 1 O	>= 1 any ring size 3	>= 1 any ring size 5	>= 1 any ring size 6	>= 1 any ring size 7	>= 1 any ring size 8	>= 1 aromatic ring	>= 1 hetero-aromatic ring	>= 1 saturated or aromatic carbon-only ring size 3	>= 1 saturated or aromatic carbon-only ring size 5	>= 1 saturated or aromatic carbon-only ring size 6	>= 1 saturated or aromatic carbon-only ring size 7	>= 1 saturated or aromatic carbon-only ring size 8	>= 1 saturated or aromatic heteroatom-containing ring size 5	>= 16 H	>= 2 O	>= 4 C	>= 8 C	>= 8 H	Auto-Ignition	Boiling Point	C(-C)(-C)(=C)	C(-C)(-C)(=O)	C(-C)(-H)(=C)	C(-C)(-H)(=O)	C(-C)(-O)(=O)	C(-C)(=C)	C(-C)(=O)	C(-H)(=C)	C(-H)(=O)	C(-O)(=O)	C(:C)(:C)	C(~C)(:C)	C(~C)(:C)(:C)	C(~C)(~C)	C(~C)(~C)(~C)	C(~C)(~C)(~C)(~C)	C(~C)(~C)(~C)(~H)	C(~C)(~C)(~C)(~O)	C(~C)(~C)(~H)(~O)	C(~C)(~C)(~O)	C(~C)(~H)(~O)	C(~C)(~O)	C(~H)(:C)	C(~H)(:C)(:C)	C(~H)(~H)(~H)	C(~H)(~O)	C(~O)(:C)	C(~O)(:C)(:C)	C(~O)(~O)	C-C(C)(C)-C-C	C-C(C)-C(C)-C	C-C(C)-C-C	C-C(C)-C-C-C	C-C-C(C)-C-C	C-C-C-C-C	C-C-C-C-C-C	C-C-C-C-C-C(C)-C	C-C-C-C-C-C-C	C-C-C-C-C-C-C-C	C-C-C-C:C	C-C-C-O-[#1]	C-C-C:C-C	C-C-C=C	C-C-C=C-C	C-C-O-C-C	C-C-O-C:C	C-C:C-C-C	C-C:C-C:C	C-C:C-O-C	C-C:C:C-C	C-C=C-C	C-C=C-C-C	C-C=C-C:C	C-C=C-C=C	C-O	C-O-C-C:C	C-O-C-C=C	C-O-C:C-C	C-O-C=C	C:C-C-C	C:C-C-C-C	C:C-C-C:C	C:C-C:C	C:C-C=C	C:C-C=C-C	C:C-O-C	C:C-O-C-C	C=C	C=C-C-C	C=C-C-C-C	C=C-C-O-C	C=C-C-O-[#1]	C=C-C:C	C=C-C=C	C=O	CC1C(C)CCC1	CC1C(C)CCCC1	CC1CC(C)CC1	CC1CC(C)CCC1	CC1CCC(C)CC1	Cc1c(C)cccc1	Cc1ccc(C)cc1	Complexity	Defined Bond Stereocenter Count	Density	Exact Mass	Flash Point	Heavy Atom Count	Hydrogen Bond Acceptor Count	Hydrogen Bond Donor Count	LogP	Melting Point	Molecular Weight	Monoisotopic Mass	O(:C)(:C)	O(~C)(~C)	O(~C)(~H)	O-C-C-C-C	O-C-C-C-C-C	O-C-C-C-C-C-C	O-C-C-C:C	O-C-C-C=C	O-C-C:C	O-C-C:C-C	O-C-C=C	O-C-C=C-C	O-C:C-C	O-C:C-C-C	O-C:C-[#1]	O-C:C:C-C	O-C=C-C	O-H	O=C-C-C	O=C-C-C-C	O=C-C-C-C-C	O=C-C-C:C	O=C-C:C	O=C-C:C-C	O=C-C=C	O=C-C=C-C	O=C-C=C-[#1]	PubChem	Rotatable Bond Count	Topological Polar Surface Area	Undefined Atom Stereocenter Count	Undefined Bond Stereocenter Count	Vapor Density	Vapor Pressure	XLogP3	XLogP3-AA	[#1]-C-C=C-[#1]	[#1]-C-O-[#1]	[#1]-C=C-[#1]
3-Methyl-2-Pentene	97.2	12014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	517.65576	128.24069	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	51.1	0	0.80947	84.0939	17.1862	6	0	0	1.63732	-56.78534	84.15948	84.0939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12014	1	0	0	1	2.58192	33.45071	2.20997	2.7	1	0	0
3-Ethylpentane	65	12048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	405.63919	64.75089	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.5	0	0.75064	100.1252	-4.19012	7	0	0	2.36953	-137.1617	100.20194	100.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12048	3	0	0	0	1.9587	671.39425	2.34479	3.7	0	0	0
3-Ethylhexane	33.5	12096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	525.34817	38.50367	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.3	0	0.66363	114.14085	20.1782	8	0	0	2.60786	-100.82238	114.22852	114.14085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12096	4	0	0	0	2.44355	704.79924	2.20119	4.3	0	0	0
Methylbutanoate	107.2	12180	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	436.22345	102.8	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	59.1	0	0.8984	102.06808	57	7	2	0	1.29	-85.8	102.1317	102.06808	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	12180	3	26.3	0	0	3.5	32.3	1.3	3.85658	0	0	0
2-Butene	101.6	12220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	323.88889	162.48716	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2	0	0.87127	56.0626	17.88337	4	0	0	2.81141	-122.46407	56.10632	56.0626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12220	0	0	0	1	2.70676	72.01785	2.3	3.2365	1	0	1
2-Methyl-2-Pentene	97.8	12243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	320.0534	70.22131	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	47.1	0	10.5209	84.0939	-2.73812	6	0	0	2.16999	-112.30198	84.15948	84.0939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12243	1	0	0	0	2.16556	10191.40779	2.32701	2.7	1	0	0
"2,4-dimethyl-2-pentene"	100	12260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	342.62117	156.35952	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	64.1	0	0.85646	98.10955	20.88695	7	0	0	2.63791	-123.38282	98.18606	98.10955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12260	1	0	0	0	2.7487	95.53616	2.54266	3.1	1	0	0
"2,5-Dimethylfuran"	101.3	12266	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	393.04494	198	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	53.2	0	0.8883	96.05751	30.2	7	1	0	3.69052	-81	96.12712	96.05751	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	12266	0	13.1	0	0	3.31	53	2.2	3.10642	1	0	1
2-Methyl-2-Heptene	79.8	12330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	344.17284	133.50561	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	66.1	0	0.81765	112.1252	8.63499	8	0	0	2.86528	-121.00469	112.21264	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12330	3	0	0	0	2.65887	177.88104	2.48751	3.8	1	0	0
2-Pentene	87.8	12585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	403.91173	36.9	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0.6556	70.07825	-4	5	0	0	3.23203	-151.4	70.1329	70.07825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12585	1	0	0	1	2.4	495	3.50499	2.1	1	0	1
4-Methyl-2-Pentene	98.9	12659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	526.10324	135.9158	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0.88251	84.0939	52.37307	6	0	0	2.04709	-30.00413	84.15948	84.0939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12659	1	0	0	1	1.70703	10.84072	1.64758	2.4	1	0	1
4-Methyl-1-Pentene	95.7	12724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	395.14369	127.4	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	35.3	0	0.665	84.0939	-25	6	0	0	2.56461	-70.7231	84.15948	84.0939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12724	2	0	0	0	2.48729	438.93	3.02117	2.7	1	0	1
Isopropylcyclohexane	62.8	12763	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	541	310	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.1	0	0.8023	126.14085	96	9	0	0	3.12133	-129	126.23922	126.14085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12763	1	0	0	0	3.00914	92.47888	3.68629	4.3	0	0	0
3-Methyl-1-Pentene	96	12969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	499.95817	45.68979	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	37.3	0	0.73252	84.0939	0.53534	6	0	0	2.11565	-133.62385	84.15948	84.0939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12969	2	0	1	0	2.05067	1192.68335	2.1914	2.7	1	0	1
2-Ethyl-1-Butene	99.3	12970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	517.63	128.27892	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0.80074	84.0939	15.14793	6	0	0	2.11603	-40.23932	84.15948	84.0939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12970	2	0	0	0	2.58966	37.8546	2.12759	2.9	1	0	0
"4,4-Dimethyl-1-Pentene"	104.4	12984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	454.48418	100.32981	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	54.9	0	1.38596	98.10955	13.34117	7	0	0	2.35413	-103.84948	98.18606	98.10955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12984	2	0	0	0	2.55135	1523.96354	3.79442	3.1	1	0	1
2-Methyl-1-Pentene	94.2	12986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	572	143.8	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0.685	84.0939	-15	6	0	0	1.19564	-212.3	84.15948	84.0939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12986	2	0	0	0	1.84317	4576.58034	0.99681	3	1	0	0
3-Ethyl-2-Pentene	93.7	13159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	513.82779	161.42508	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	54.4	0	0.83221	98.10955	30.03059	7	0	0	3.44986	-100.98926	98.18606	98.10955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13159	2	0	0	0	3.84834	14.90008	3.68228	3.2	1	0	0
Methyl 2-methylbutanoate	110.5	13357	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	460.07014	131.7335	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	78.6	0	0.79536	116.08373	22.14248	8	2	0	1.33328	-52.55545	116.15828	116.08373	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	13357	3	26.3	1	0	2.24632	24.26557	1.8528	1.5	0	0	0
3-Methyl-3-ethylpentane	80.8	14018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	454.48418	100.32981	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	1.38596	114.14085	13.34117	8	0	0	2.35413	-103.84948	114.22852	114.14085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14018	3	0	0	0	2.55135	1523.96354	3.79442	4.1	0	0	0
"2,4-Dimethyl-3-ethylpentane"	105.3	14040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	325.31568	128.71151	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.4	0	0.8584	128.1565	13.68975	9	0	0	3.23051	-119.41086	128.2551	128.1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14040	3	0	0	0	2.59703	77.95509	3.66427	4.2	0	0	0
"2,2-Dimethylheptane"	50.3	14062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	380.20734	123.67061	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.9	0	0.76699	128.1565	19.93357	9	0	0	2.11194	-136.86047	128.2551	128.1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14062	4	0	0	0	2.00552	301.44353	3.26227	4.7	0	0	0
"2,2,3,3-Tetramethylpentane"	116.8	14462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	377.14215	155.47166	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.5	0	0.79186	128.1565	31.10294	9	0	0	3.42418	-121.47689	128.2551	128.1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14462	2	0	1	0	3.69914	29.82008	3.6893	4.1	0	0	0
"1,1-Dimethylcyclopentane"	92.3	15421	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	349.69228	110.02666	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.4	0	7.05498	98.10955	22.27422	7	0	0	2.48916	-141.74464	98.18606	98.10955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15421	0	0	0	0	2.12248	6609.02799	3.60372	3.4	0	0	0
Ethylcyclopentane	67.2	15431	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	399.78864	166.27892	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0.82129	98.10955	33.19575	7	0	0	3.46061	-133.84151	98.18606	98.10955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15431	1	0	0	0	3.15723	47.57836	3.36249	3.5	0	0	0
Ethylcyclohexane	46.5	15504	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	460	269	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.1	0	0.788	112.1252	95	8	0	0	2.35413	-168	112.21264	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15504	1	0	0	0	2.55135	31.02	2.59146	4	0	0	0
n-Propylcyclohexane	17.8	15505	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	454.48418	100.32981	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.4	0	1.38596	126.14085	13.34117	9	0	0	2.35413	-103.84948	126.23922	126.14085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15505	2	0	0	0	2.55135	1523.96354	2.59146	4.6	0	0	0
"1,2,3-Trimethylcyclohexane"	84.8	15507	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	419.0532	139.73925	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	76	0	0.76683	126.14085	7.87408	9	0	0	2.50419	-121.77956	126.23922	126.14085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15507	0	0	2	0	2.68312	1435.74203	2.56109	4	0	0	0
Isobutylcyclohexane	33.7	15508	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	399.85727	166.7476	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0.84142	140.1565	34.37199	10	0	0	3.58906	-120.50506	140.2658	140.1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15508	2	0	0	0	2.91527	115.47666	3.72342	4.8	0	0	0
n-Propylcyclopentane	31.2	16270	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	478.18829	87.11867	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.1	0	0.73575	112.1252	47.48186	8	0	0	2.18556	-100.87283	112.21264	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16270	2	0	1	0	1.99843	611.05517	2.9881	4	0	0	0
"2,4-Dimethyl-1-Pentene"	99.2	16657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	519.48503	182.50168	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	60.4	0	0.82329	98.10955	39.39455	7	0	0	3.42022	-105.13846	98.18606	98.10955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16657	2	0	0	0	3.80223	19.00255	3.69679	3.3	1	0	0
"1,3-Dimethylcyclopentane"	79.9	17149	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	454.48418	100.32981	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	49.1	0	1.38596	98.10955	13.34117	7	0	0	2.35413	-103.84948	98.18606	98.10955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17149	0	0	2	0	2.55135	1523.96354	2.59146	3.2	0	0	0
"1,2,4-Trimethylcyclopentane"	89.2	17779	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	407.09377	176.32129	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	66.1	0	0.84618	112.1252	34.44794	8	0	0	3.43132	-131.04181	112.21264	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17779	0	0	3	0	2.87277	51.16482	3.61656	3.5	0	0	0
